⁉️|вопросительный|восклицание|восклицательный|знаки|и|пунктуация
ℹ️|значок|информации|информация|подробнее|сведения|справка|справки
↔️|влево-вправо|вправо|двойная|стрелка
↕️|вверх-вниз|вниз|двойная|стрелка
↖️|влево-вверх|направление|северо-запад|стрелка
↗️|вправо-вверх|направление|северо-восток|стрелка
↘️|вправо-вниз|направление|стрелка|юго-восток
↙️|влево-вниз|направление|стрелка|юго-запад
⌨️|клавиатура|клавиши|периферия
☀️|жарко|лучи|планета|погода|солнце
☁️|небо|облако|туча
☂️|вода|дождь|зонтик|осадки|открытый зонт|погода
☃️|снеговик под снегом|фигура|человек|человечек
☄️|комета|космос|метеоритный дождь|небо|планета
☑️|бюллетень с галочкой|выполнено|галочка в квадрате|голосование|готово|проверено|проверка|сделано
☔|зонт под дождем|зонтик под дождем|капли|капля|ливень|погода|под дождем
☕|горячий|кипяток|кофе|напиток|пар|чаепитие|чай
☘️|ирландия|клевер|растение|трилистник
☠️|конец|кости|метка|опасно|пират|смерть|умереть|флаг|череп
☢️|знак|опасность|радиация|радиоактивность|символ|угроза
☣️|биологическая|знак|опасность|угроза|химическая
☦️|вера|крест|православие|православный|религия|христианин|христианство
☸️|буддизм|буддийский|дхарма|колесо|религия
☹️|грустный|досада|недовольный|несчастный|очень|печаль|плохо|расстроен
♈|баран|гороскоп|знак|зодиак|овен|овца
♉|бык|гороскоп|знак|зодиак|теленок|телец
♐|гороскоп|знак|зодиак|стрелец
♑|гороскоп|знак|зодиак|козерог
♒|водолей|гороскоп|знак|зодиак
♓|гороскоп|знак|зодиак|рыба|рыбы
♠️|игра|карты|масть|пики
♣️|игра|карты|масть|трефы
♥️|игра|карты|масть|червы
♦️|бубны|игра|карты|масть
♨️|гейзер|горячие|источники|пар|поток
⚒️|инструмент|кирка и молот|молот и кирка|молоток|серп и молот|строитель|строить|шахта
⚓|корабль|якорь
⚔️|битва|два меча|крестоносец|крестоносцы|мечи|оружие|рыцарь|скрещение мечей|скрещенные|холодное оружие
⚖️|весы|взвешивание|знак|зодиак|правосудие|справедливость
⚗️|аппарат|куб|перегонный|сосуд|химия
⚙️|деталь|зубчатое|колесо|шестеренка|шестерня
✂️|инструмент|ножницы|резать
✅|белая|галочка|готово|знак|проверено|проверка|сделано
✈️|воздух|крылья|перевозки|самолет
✉️|конверт|письмо|почта|сообщение|электронное
✒️|кончик пера|перо|перьевая ручка|перьевой наконечник|письмо|ручка
✔️|галка|галочка|готово|знак|значок|отметка|отмечено|помечено|черная галочка|черный
✖️|знак|отмена|отмены|умножение|умножения|х
✡️|вера|давид|еврей|звезда|иудаизм|религия|шестиконечная
✨|блестка|блестки|звезда|звезды|искры|мерцание|свет
✳️|восьмиконечная|звезда|звездочка
✴️|восьмиконечная|звезда
❄️|зима|небо|рисунок|снег|снежинка|снежок|холодно
❇️|искра|мерцание
❓|вопроса|вопросительный|знак|красный|пунктуация
❔|?|белый|вопросительный|знак|пунктуация
❕|белый восклицательный знак|восклицание|восклицательный знак|восклицать|знак|пунктуация
❗|восклицание|восклицательный знак|знак|красный|пунктуация
❣️|восклицание|восклицательный знак в виде сердца|знак|препинания|сердце в виде восклицательного знака
❤️|красное|любовь|свидание|сердце|чувства|эмоции
➕|добавить|знак|плюс|прибавить|сложение|сложения
➖|вычесть|вычитание|вычитания|знак|минус|отнять
➗|деление|деления|делить|знак|разделить
⤴️|вверх|вправо|изгиб|изогнутая|поворот|стрелка
⤵️|вниз|вправо|изгиб|изогнутая|поворот|стрелка
〰️|волна|волнистая|знак|линия|пунктуация
㊗️|значок|кнопка|поздравление|праздник|япония
㊙️|значок|кнопка|секрет|тайна|япония
😀|лицо|радость|смех|счастье|улыбка
😃|весело|лицо|радость|рот|смеется|смех|улыбка
😄|глаза|закрытые|лицо|радость|смеется|смех|смеяться|улыбка
😁|весело|глаза|зубы|лицо|ржать|смех|счастье|улыбка|ухмылка|широкая
😆|глаза|закрытые|лол|радость|смех|смешно|угораю|улыбка|ха-ха|хохот
😅|лол|нервный|облегчение|открытый|пот|рот|смех|стресс|улыбка|широкая
🤣|глаза|катаюсь|плач|пол|ржака|ржач|слезы|умора|ха-ха|хохот
😂|глаза|лол|плач|ржака|ржач|ржунимагу|слезы|смешно|умора|ха-ха
🙂|легкая|лицо|радость|смайлик|улыбка
🙃|вверх|ногами|перевернутый|смайлик|тормашками|улыбка
🫠|грустная|жара|жарко|лол|нежность|печальная|плавится|растаять|таю|улыбка
😉|глаз|договорились|ироничная|легкая|окей|подмигивает|улыбка|флирт|хорошо|шутка
😊|глаза|довольный|закрытые|краснеть|легкая|радость|румянец|улыбка|щеки
😇|ангел|глаза|добрый|закрытые|легкая|невинная|нимб|улыбка
🥰|люблю|любовь|нежность|обожаю|радость|романтика|румянец|сердечки|улыбка|чувства
😍|без ума|вау|влюбленность|восторг|глаза|люблю|обожаю|сердечки|чувства
🤩|вау|глаза|звезда|звездный|звезды|обалдеть|радость|супер|улыбка|широкая
😘|воздушный|губы|комплимент|любовь|подмигивание|поцелуй|сердечко|скучаю|флирт|чмок
😗|люблю|любовь|нежность|поцелуй|романтика|скучаю|флирт|чмок
☺️|довольный|окей|радость|румянец|смайлик|счастье|улыбается|улыбка|хорошо
😚|глаза|закрытые|поцелуй|румянец|флирт|целовать|чмок
😙|глаза|лицо|любовь|поцелуй|свидание|улыбка|флирт|чмок
🥲|боль|гордость|лицо|облегчение|признательность|радость|слеза|трогательный|улыбка|умиление
😋|вкусно|еда|лицо|объедение|отлично|смаковать|язык
😛|вот|высунуть|забавно|показывает|смешно|улыбка|ха|шутка|язык
😜|весело|глаз|забавно|подмигнуть|показать|розыгрыш|улыбка|ха-ха|шутка|язык
🤪|крейзи|показать|псих|сдвиг|сошел|сумасшедший|ума|фазе|чокнуться|язык
😝|бе|гадость|жмуриться|омг|отвращение|показать|противно|ужас|фу|язык
🤑|баксы|богатый|выиграть|деньги|джекпот|доллары|лотерея|мани|счастливчик|язык
🤗|встречи|обнимашки|объятия|пока|привет|радость|руки|румянец|увидимся|улыбка
🤭|лишнее|ляпнуть|посмеиваться|проговорился|секрет|смешок|сюрприз|тайна|упс|хи
🫢|изумление|испуг|недоверие|смущение|страх|удивление|шок
🫣|глаз|интересно|испуг|подсматривает|рука|румянец|стесняюсь|страх|тайно|украдкой
🤫|говори|закрой|никому|секрет|тайна|тихо|тсс|узнает|услышать|шепот
🤔|думаю|знаю|интересно|мозгами|озадачен|пораскинуть|размышлять|сложно|трудно|хм
🫡|да|есть|окей|отдать|приветствие|приказ|сделаю|точно|хорошо|честь
🤐|говори|замке|могила|молния|никому|рот|секрет|скажу|тайна
🤨|быть|верю|может|недоверие|подозрение|правда|скептик|сомневаюсь|хм
😐|безразличие|незаинтересованный|равнодушие|скептик|скучно|усталость|эмоций
😑|безразличие|надоело|незаинтересованный|нет|ничего|совсем|спать|усталость|эмоций
😶|молчание|немой|нет|рыба|секрет|слов|тайна|тихо|тишина|тсс
🫥|грусть|депрессия|интроверт|исчезать|невидимка|печаль|пунктир|угнетение|усталость
😶‍🌫️|витающий в облаках|голова в облаках|лицо в облаках|лицо в тумане|рассеянный
😏|задумал|лицо|подмигнуть|подозрение|попался|пошутил|ухмылка|ухмыляется|хитрый|шутка
😒|гадость|грустно|надоело|недовольный|противно|скука|скучно|тоска|фу
🙄|блин|глаза|закатить|закончится|когда|надоело|омг|скука|скучно|тоска
😬|злой|злость|злюсь|зубы|кривляться|показать|рожа
😮‍💨|вздох|выдох|выдыхает|облегчение|одышка|свист|шепот
🤥|буратино|врать|врешь|лжец|лицо|ложь|обманывать|пиноккио
🫨|бум|вау|головокружение|обморок|омг|паника|трясется|удивление|ужас|шок
🙂‍↔️|несогласие|нет|отрицание|отрицательно качает головой
🙂‍↕️|да|кивок|подтверждение|положительно качает головой|согласие
😌|богу|довольный|облегчение|обошлось|пронесло|слава|улыбка|хорошо
😔|грустный|достало|жаль|задумчивый|мысли|плохо|разочарован|скучно|устал
😪|ночи|плакать|плач|пора|сон|спать|сплю|спокойной|устал
🤤|лицо|пускает слюни|слюни
😴|боковую|ночи|пора|сон|спать|спокойной|уснул|устал|храп
🫩|без|глазами|истощение|мешки|под|сил|скучно|сон|спать|устал
😷|болеть|вирус|врач|заражение|карантин|маска|медик|микроб|простуда|санитар
🤒|болеть|больной|вирус|градусник|грипп|жар|плохо|простуда|температура
🤕|бинт|болеть|больной|гипс|перевязка|повязка|пострадал|ударился
🤢|блевать|болезнь|выворачивать|вырвет|зеленый|морская|наизнанку|отравиться|плохо|тошнит
🤮|блевать|болезнь|вырвало|гадость|морская|отравиться|плохо|рвота|тошнит|фу
🤧|апчхи|лицо|насморк|пчхи|чихает
🥵|болеть|жар|лихорадка|плохо|пот|солнечный|температура|удар|умираю|язык
🥶|болею|дубак|зубы|мерзнуть|мороз|озноб|синий|снег|стучат|холодно
🥴|глазах|голова|кружится|мутит|окосел|плохо|плывет|пьяный
😵|болею|глаза|голова|крестики|кружится|мертвый|плохо|смерть|умереть|устал
😵‍💫|гипноз|глаза|голова|замешательство|кружится|кучу|омг|сложно|тупик|шок
🤯|быть|взрыв|голова|может|мозга|не|омг|шок
🤠|веселый|вестерн|ковбой|радость|техас|улыбка|шапка|шляпа
🥳|вечеринка|день|днюха|колпак|конфетти|отмечать|поздравляю|праздник|рождения
🥸|внешность|инкогнито|маскировка|нос|очки|профессор|усы|ученый|шпион
😎|защита|клево|круто|лицо|очки|свет|солнечные|солнцезащитные|улыбка
🤓|ботан|заучка|интеллигент|очкарик|радость|улыбка|умник|эврика
🧐|дедукция|детектив|доказательства|изучение|монокль|расследование|сомнение|ученый
😕|замешательство|недовольный|непонятно|огорчен|плохо|расстроен|сбит|сомнение|толку
🫤|досадно|думаю|знаю|непонятно|огорчен|разочарован|скептик|уверен
😟|беспокоится|беспокойство|лицо|расстройство|тревога|тревожность
