⁉️|!?|?|інтеробенг|не зрозуміло|оклик|питання|пунктуація|розділовий знак
ℹ️|i|джерело інформації|довідка|довідкове бюро|інформація
↔️|стрілка вліво-вправо|стрілка праворуч і ліворуч|стрілки
↕️|стрілка вгору та вниз|стрілка вгору-вниз
↖️|напрям|північно-західний|проміжний|стрілка вгору вліво|стрілка вгору та ліворуч
↗️|на північний схід|напрям|північно-східний|стрілка вгору вправо|четвертинний румб
↘️|напрям|південно-східний|проміжний|стрілка вниз і праворуч|стрілка вниз управо
↙️|діагональна стрілка донизу|напрям|південно-західний|проміжний|стрілка вниз і ліворуч|стрілка вниз уліво
⌨️|клавіатура|комп’ютер
☀️|космос|погода|промені|сонце|сонячний|яскравий
☁️|погода|хмара
☂️|дощ|одяг|парасолька|погода
☃️|зима|погода|сніговик|холодний
☄️|астероїд|комета|космос
☑️|✓|бюлетень|відмічена клітинка|галочка|клітина|клітинка з галочкою|позначка|поставити прапорець|прапорець
☔|дощ|крапля|одяг|парасолька з краплями дощу|погода
☕|гарячий|кава|кафе|кофеїн|напій|паруючий|пити|сніданок|чай
☘️|ірландський|конюшина|листя|рослина|трилисник
☠️|кістки|монстр|обличчя|перехрещені|пірати|скелет|смерть|тіло|череп
☢️|знак|опромінення|радіаційна небезпека|радіоактивний|радіоактивні матеріали|радіоактивність
☣️|біологічна загроза|біологічна небезпека|знак
☦️|правовірний|православний|релігія|хрест|християнин|християнство
☸️|буддист|дхарма|колесо дхарми|релігія
☹️|злий|незадоволений|обличчя|похмуре обличчя|розчарований|сумний
♈|баран|гороскоп|знак зодіаку|зодіак|овен
♉|бик|віл|гороскоп|знак зодіаку телець|зодіак|телець
♐|гороскоп|зодіак|стрілець
♑|гороскоп|знак зодіаку|зодіак|коза|козеріг|козоріг
♒|вода|водолій|гороскоп|знак зодіаку водолій|зодіак|носій
♓|гороскоп|знак зодіаку|зодіак|риба|риби
♠️|азарт|гра|карта|карти|масть|піка|пікова дама
♣️|гра|карта|масть|трефа|трефи
♥️|гра|карта|масть|чирва|чирви
♦️|бубна|бубни|гра|карта|масть
♨️|гарячий|гарячі джерела|джерело|паруючі
⚒️|інструмент|кирка|молоток і кирка
⚓|знаряддя|корабель|якір
⚔️|зброя|мечі|перехрещений|схрещені мечі
⚖️|вага|ваги|знаряддя|зодіак|правосуддя|рівновага|справедливість|терези
⚗️|дистилятор|знаряддя|перегінний куб|хімічна реакція|хімія
⚙️|інструмент|налаштування|параметри|шестірня
✂️|вирізати|інструмент|ножиці|папір
✅|✓|виконано|галочка|готово|значок|кнопка з галочкою|опція|позначка|прапорець
✈️|літак|транспорт
✉️|електронний|емейл|конверт|лист|пошта
✒️|кінчик чорнильного пера|перо старомодної чорнильної ручки|ручка|чорнила
✔️|✓|відмітка|галочка|готово|позначка
✖️|×|знак|кратність|множення|помножити|скасувати|х
✡️|давид|єврейський|зірка давида|іудаїзм|релігія
✨|блискітки|зірка|іскра|іскри|яскравий
✳️|*|астериск|восьмикутна зірка|восьмикутний астериск|зірочка|знак
✴️|*|вісім виступів|восьмикінечна зірка|восьмикінцева зірка|зірка
❄️|погода|сніг|сніжинка|холодний
❇️|*|блискітка
